Time,Open,High,Low,Close,Buys,Sells,Buy_Amount,Sell_Amount,Bid,Ask
"2024/09/09, 09:20",18660.75,18671.0,18655.25,18664.0,1884,2722,1293.0,2002.0,495.0,459.0
"2024/09/09, 09:21",18664.0,18669.25,18661.5,18669.25,910,1372,615.0,970.0,489.0,554.0
"2024/09/09, 09:22",18669.25,18672.25,18665.5,18668.0,914,1007,624.0,725.0,511.0,552.0
"2024/09/09, 09:23",18667.75,18670.5,18665.5,18667.0,656,597,433.0,413.0,521.0,532.0
"2024/09/09, 09:24",18667.0,18667.25,18659.5,18665.75,1282,939,910.0,648.0,494.0,522.0
"2024/09/09, 09:25",18665.25,18669.25,18661.5,18669.25,681,902,478.0,607.0,480.0,557.0
"2024/09/09, 09:26",18669.0,18674.5,18666.5,18670.5,1019,1181,700.0,907.0,475.0,555.0
"2024/09/09, 09:27",18670.75,18673.5,18664.25,18667.0,803,750,542.0,521.0,477.0,549.0
"2024/09/09, 09:28",18667.0,18678.25,18666.0,18676.5,1019,1618,696.0,1262.0,483.0,544.0
"2024/09/09, 09:29",18676.5,18680.75,18671.5,18676.75,1028,1189,681.0,861.0,493.0,506.0
"2024/09/09, 09:30",18677.0,18680.25,18672.5,18679.0,1037,986,680.0,699.0,458.0,490.0
"2024/09/09, 09:31",18679.25,18687.0,18679.25,18686.25,1125,1635,744.0,1195.0,535.0,520.0
"2024/09/09, 09:32",18686.75,18686.75,18677.25,18683.0,1310,816,931.0,544.0,491.0,500.0
"2024/09/09, 09:33",18683.0,18684.25,18678.25,18681.5,898,703,606.0,467.0,507.0,515.0
"2024/09/09, 09:34",18681.5,18686.5,18678.25,18686.0,899,763,634.0,553.0,524.0,508.0
"2024/09/09, 09:35",18686.0,18693.5,18683.75,18686.75,1497,1807,1030.0,1338.0,500.0,547.0
"2024/09/09, 09:36",18686.5,18688.25,18677.5,18680.0,1865,1020,1358.0,746.0,513.0,464.0
"2024/09/09, 09:37",18679.5,18679.75,18669.25,18672.25,2170,1174,1539.0,781.0,500.0,524.0
"2024/09/09, 09:38",18672.25,18673.0,18666.5,18667.0,1682,1102,1251.0,714.0,455.0,543.0
"2024/09/09, 09:39",18667.0,18677.25,18666.5,18676.25,1357,1280,955.0,924.0,454.0,535.0
"2024/09/09, 09:40",18676.75,18682.0,18674.5,18680.25,864,1146,576.0,803.0,438.0,573.0
"2024/09/09, 09:41",18680.25,18692.5,18677.0,18691.5,1196,1751,780.0,1425.0,524.0,650.0
"2024/09/09, 09:42",18691.5,18704.25,18690.25,18700.0,2113,3022,1435.0,2354.0,549.0,508.0
"2024/09/09, 09:43",18699.75,18702.5,18686.25,18688.25,1764,1271,1346.0,910.0,470.0,514.0
"2024/09/09, 09:44",18688.25,18697.0,18687.0,18695.5,877,942,574.0,660.0,501.0,528.0
"2024/09/09, 09:45",18696.0,18701.25,18695.0,18701.0,950,1123,674.0,777.0,461.0,625.0
"2024/09/09, 09:46",18700.5,18708.0,18696.5,18705.0,1343,1951,944.0,1501.0,481.0,564.0
"2024/09/09, 09:47",18704.75,18707.25,18700.75,18703.75,877,679,604.0,475.0,505.0,587.0
"2024/09/09, 09:48",18704.0,18706.25,18700.25,18705.75,752,669,497.0,459.0,486.0,645.0
"2024/09/09, 09:49",18705.75,18709.0,18700.0,18702.0,1220,962,964.0,713.0,471.0,587.0
"2024/09/09, 09:50",18702.25,18712.0,18701.75,18709.75,824,1487,535.0,1118.0,475.0,633.0
"2024/09/09, 09:51",18709.75,18714.75,18708.75,18712.5,798,981,660.0,770.0,515.0,789.0
"2024/09/09, 09:52",18712.75,18715.0,18705.75,18712.75,1015,811,725.0,529.0,529.0,807.0
"2024/09/09, 09:53",18712.5,18715.75,18710.5,18711.5,703,747,454.0,529.0,493.0,786.0
"2024/09/09, 09:54",18711.25,18718.25,18709.25,18709.25,1045,950,712.0,669.0,508.0,506.0
"2024/09/09, 09:55",18709.0,18717.0,18708.5,18716.25,785,751,498.0,545.0,497.0,731.0
"2024/09/09, 09:56",18716.0,18717.5,18708.25,18710.0,904,746,596.0,497.0,547.0,649.0
"2024/09/09, 09:57",18710.0,18711.5,18704.5,18710.5,1410,796,972.0,536.0,531.0,626.0
"2024/09/09, 09:58",18710.5,18716.25,18708.0,18714.0,741,1007,471.0,720.0,510.0,685.0
"2024/09/09, 09:59",18714.0,18715.0,18710.25,18711.5,594,510,410.0,387.0,533.0,698.0
"2024/09/09, 10:00",18711.5,18719.5,18710.75,18714.25,1197,1486,778.0,1112.0,513.0,639.0
"2024/09/09, 10:01",18714.25,18714.5,18706.0,18709.5,1430,944,1002.0,653.0,511.0,489.0
"2024/09/09, 10:02",18709.25,18717.0,18708.75,18710.0,670,645,438.0,444.0,459.0,479.0
"2024/09/09, 10:03",18709.5,18711.0,18698.25,18707.75,2572,1441,1844.0,954.0,494.0,441.0
"2024/09/09, 10:04",18707.75,18712.5,18705.0,18711.5,831,1083,559.0,745.0,472.0,603.0
"2024/09/09, 10:05",18712.25,18719.0,18710.75,18719.0,785,1307,526.0,941.0,489.0,691.0
"2024/09/09, 10:06",18719.0,18725.0,18715.5,18718.0,1785,2826,1253.0,2074.0,499.0,555.0
"2024/09/09, 10:07",18718.0,18726.0,18718.0,18723.25,738,1095,499.0,787.0,476.0,537.0
"2024/09/09, 10:08",18723.0,18726.25,18717.0,18726.25,1053,1094,748.0,814.0,568.0,651.0
"2024/09/09, 10:09",18725.75,18726.0,18719.5,18724.0,653,763,480.0,594.0,513.0,549.0
"2024/09/09, 10:10",18724.75,18728.0,18720.5,18722.0,813,953,594.0,664.0,520.0,597.0
"2024/09/09, 10:11",18722.0,18725.5,18719.0,18722.0,841,673,571.0,485.0,515.0,579.0
"2024/09/09, 10:12",18722.25,18730.0,18721.5,18729.0,850,1269,589.0,913.0,530.0,536.0
"2024/09/09, 10:13",18729.0,18729.25,18719.25,18719.75,1166,755,894.0,515.0,545.0,449.0
"2024/09/09, 10:14",18719.75,18719.75,18712.25,18716.0,1582,980,1113.0,664.0,530.0,454.0
"2024/09/09, 10:15",18716.25,18719.5,18708.0,18719.5,1672,1539,1181.0,1101.0,506.0,508.0
"2024/09/09, 10:16",18719.25,18728.75,18716.25,18726.75,1569,1732,1106.0,1311.0,487.0,501.0
"2024/09/09, 10:17",18726.5,18729.25,18720.25,18723.0,1030,972,718.0,694.0,523.0,494.0
"2024/09/09, 10:18",18723.0,18729.25,18720.75,18727.5,624,638,414.0,418.0,466.0,517.0
"2024/09/09, 10:19",18727.75,18728.25,18720.75,18722.0,859,733,632.0,491.0,526.0,561.0
"2024/09/09, 10:20",18722.25,18724.0,18712.25,18714.5,1378,921,1030.0,592.0,543.0,460.0
"2024/09/09, 10:21",18714.25,18718.25,18708.5,18709.75,1453,1046,1002.0,672.0,541.0,488.0
"2024/09/09, 10:22",18710.0,18717.0,18710.0,18715.0,747,741,494.0,471.0,507.0,525.0
"2024/09/09, 10:23",18715.0,18718.5,18713.0,18716.25,742,752,452.0,513.0,504.0,602.0
"2024/09/09, 10:24",18716.25,18717.75,18706.5,18708.25,1399,770,960.0,494.0,579.0,510.0
"2024/09/09, 10:25",18708.0,18715.25,18707.0,18712.75,808,872,566.0,599.0,513.0,585.0
"2024/09/09, 10:26",18712.5,18721.75,18710.25,18719.5,703,1141,482.0,803.0,494.0,578.0
"2024/09/09, 10:27",18719.5,18720.25,18710.75,18711.75,798,514,582.0,319.0,588.0,459.0
"2024/09/09, 10:28",18711.75,18716.25,18711.0,18712.75,401,360,289.0,241.0,556.0,460.0
"2024/09/09, 10:29",18712.75,18716.25,18710.5,18714.0,522,395,353.0,295.0,560.0,428.0
"2024/09/09, 10:30",18714.25,18714.5,18703.25,18704.25,1878,1199,1341.0,787.0,570.0,513.0
"2024/09/09, 10:31",18704.0,18705.5,18684.0,18689.5,4443,2944,3252.0,2049.0,533.0,482.0
"2024/09/09, 10:32",18689.0,18692.0,18676.5,18687.5,2558,2042,1921.0,1444.0,432.0,494.0
"2024/09/09, 10:33",18687.5,18693.75,18674.5,18677.0,1964,1535,1435.0,1061.0,479.0,490.0
"2024/09/09, 10:34",18676.75,18683.5,18676.0,18681.0,1073,1180,747.0,787.0,477.0,518.0
"2024/09/09, 10:35",18681.0,18688.5,18676.0,18685.0,1016,1374,657.0,971.0,470.0,557.0
"2024/09/09, 10:36",18684.75,18694.5,18682.5,18690.0,1041,1313,689.0,941.0,425.0,559.0
"2024/09/09, 10:37",18690.0,18704.0,18689.5,18699.5,1526,1888,1059.0,1404.0,509.0,514.0
"2024/09/09, 10:38",18699.5,18708.0,18699.5,18706.75,800,1168,536.0,813.0,526.0,474.0
"2024/09/09, 10:39",18706.5,18706.75,18699.25,18701.5,1002,745,674.0,511.0,535.0,484.0
"2024/09/09, 10:40",18701.75,18710.0,18700.0,18701.5,1389,1253,945.0,843.0,502.0,471.0
"2024/09/09, 10:41",18701.25,18701.75,18684.5,18688.25,2193,1740,1536.0,1165.0,434.0,446.0
"2024/09/09, 10:42",18688.25,18689.75,18660.25,18668.0,3144,2009,2268.0,1337.0,490.0,405.0
"2024/09/09, 10:43",18667.75,18675.5,18657.25,18660.0,2389,2166,1784.0,1489.0,571.0,451.0
"2024/09/09, 10:44",18659.0,18664.25,18647.5,18651.0,2959,2499,2199.0,1646.0,501.0,471.0
"2024/09/09, 10:45",18650.75,18668.0,18642.5,18665.75,3296,3527,2369.0,2542.0,477.0,437.0
"2024/09/09, 10:46",18666.0,18673.75,18663.5,18672.5,1330,1747,915.0,1209.0,440.0,427.0
"2024/09/09, 10:47",18672.75,18675.5,18665.25,18671.5,998,1050,669.0,731.0,447.0,462.0
"2024/09/09, 10:48",18671.25,18682.0,18670.0,18680.5,1287,1575,859.0,1104.0,427.0,434.0
"2024/09/09, 10:49",18680.75,18680.75,18674.0,18677.25,887,643,596.0,449.0,455.0,407.0
"2024/09/09, 10:50",18677.75,18681.5,18673.0,18674.5,1177,826,773.0,553.0,440.0,461.0
"2024/09/09, 10:51",18675.25,18678.5,18668.25,18674.5,1331,1155,959.0,778.0,411.0,445.0
"2024/09/09, 10:52",18675.25,18684.0,18668.25,18681.5,984,1362,665.0,935.0,409.0,435.0
"2024/09/09, 10:53",18680.75,18685.0,18675.5,18679.0,729,839,463.0,547.0,400.0,456.0
"2024/09/09, 10:54",18679.0,18684.25,18665.75,18667.75,1450,902,978.0,587.0,439.0,432.0
"2024/09/09, 10:55",18667.0,18673.25,18664.5,18668.25,1163,1026,807.0,662.0,459.0,418.0
"2024/09/09, 10:56",18668.25,18668.75,18658.75,18664.0,1375,1038,927.0,694.0,489.0,407.0
"2024/09/09, 10:57",18664.0,18666.5,18656.25,18657.25,948,925,697.0,619.0,559.0,436.0
"2024/09/09, 10:58",18657.25,18658.0,18639.0,18651.0,2486,2329,1858.0,1621.0,434.0,459.0
"2024/09/09, 10:59",18651.0,18657.25,18629.5,18639.0,2206,1947,1734.0,1280.0,508.0,397.0
"2024/09/09, 11:00",18638.75,18640.75,18631.25,18637.75,2161,1499,1468.0,1014.0,487.0,381.0
"2024/09/09, 11:01",18637.5,18639.5,18630.25,18633.25,1560,1195,1054.0,838.0,553.0,440.0
"2024/09/09, 11:02",18633.25,18642.25,18626.5,18630.75,1902,1823,1359.0,1286.0,491.0,456.0
"2024/09/09, 11:03",18630.5,18630.5,18613.0,18619.0,2854,2389,2149.0,1679.0,534.0,464.0
"2024/09/09, 11:04",18618.75,18624.75,18614.5,18619.0,1529,1515,1138.0,1126.0,509.0,479.0
"2024/09/09, 11:05",18619.0,18622.75,18609.25,18613.75,1729,1590,1263.0,1060.0,543.0,446.0
"2024/09/09, 11:06",18613.5,18622.5,18611.25,18614.25,1317,1812,933.0,1269.0,496.0,470.0
"2024/09/09, 11:07",18614.25,18625.0,18610.25,18621.5,1019,1540,676.0,1108.0,410.0,508.0
"2024/09/09, 11:08",18621.5,18622.75,18615.75,18617.75,917,876,630.0,562.0,478.0,466.0
"2024/09/09, 11:09",18617.75,18623.25,18612.5,18621.75,952,1167,635.0,768.0,436.0,515.0
"2024/09/09, 11:10",18621.75,18622.75,18616.0,18620.75,784,906,537.0,631.0,475.0,518.0
"2024/09/09, 11:11",18621.0,18623.25,18609.25,18617.75,1447,1294,1011.0,854.0,461.0,461.0
"2024/09/09, 11:12",18618.0,18620.5,18610.75,18619.25,889,962,614.0,658.0,466.0,459.0
"2024/09/09, 11:13",18619.0,18619.25,18606.25,18608.75,1558,1248,1133.0,837.0,616.0,458.0
"2024/09/09, 11:14",18608.5,18615.0,18604.75,18605.75,1154,1091,787.0,734.0,580.0,473.0
"2024/09/09, 11:15",18605.75,18608.5,18598.5,18603.75,2569,2220,1915.0,1565.0,457.0,541.0
"2024/09/09, 11:16",18604.0,18612.75,18598.5,18609.75,1285,1395,917.0,1002.0,441.0,512.0
"2024/09/09, 11:17",18610.5,18615.0,18605.25,18608.25,899,1212,629.0,855.0,448.0,463.0
"2024/09/09, 11:18",18608.25,18612.0,18605.0,18610.5,761,807,531.0,581.0,426.0,477.0
"2024/09/09, 11:19",18610.5,18623.75,18610.5,18619.0,1356,2356,952.0,1835.0,403.0,501.0
"2024/09/09, 11:20",18618.75,18619.5,18604.5,18610.5,1633,1299,1229.0,886.0,457.0,402.0
"2024/09/09, 11:21",18609.5,18613.0,18596.5,18600.75,1913,1201,1368.0,811.0,476.0,439.0
"2024/09/09, 11:22",18600.75,18610.75,18598.75,18609.5,962,1049,675.0,744.0,424.0,427.0
"2024/09/09, 11:23",18609.25,18618.75,18608.0,18615.5,947,1303,680.0,914.0,423.0,490.0
"2024/09/09, 11:24",18615.0,18616.5,18610.25,18612.75,602,665,399.0,456.0,466.0,458.0
"2024/09/09, 11:25",18612.75,18615.0,18605.25,18612.75,797,919,516.0,630.0,427.0,412.0
"2024/09/09, 11:26",18612.75,18627.25,18612.25,18624.25,1451,2527,1033.0,1852.0,465.0,424.0
"2024/09/09, 11:27",18624.25,18626.0,18606.25,18608.0,1848,1400,1412.0,971.0,458.0,410.0
"2024/09/09, 11:28",18608.5,18608.5,18592.5,18599.25,2988,1784,2189.0,1191.0,498.0,432.0
"2024/09/09, 11:29",18599.25,18606.5,18593.0,18597.0,1491,1465,1029.0,1042.0,605.0,448.0
"2024/09/09, 11:30",18596.75,18598.25,18582.0,18591.5,2729,2019,2184.0,1381.0,473.0,488.0
"2024/09/09, 11:31",18591.25,18604.5,18589.5,18595.0,1486,2094,1064.0,1610.0,437.0,501.0
"2024/09/09, 11:32",18595.25,18604.5,18591.0,18602.25,1031,1130,769.0,765.0,439.0,448.0
"2024/09/09, 11:33",18602.25,18604.5,18596.75,18601.0,718,802,508.0,570.0,465.0,431.0
"2024/09/09, 11:34",18600.75,18610.25,18599.75,18607.25,713,1276,466.0,931.0,425.0,427.0
"2024/09/09, 11:35",18607.5,18613.75,18603.0,18603.5,1388,1464,945.0,979.0,468.0,488.0
"2024/09/09, 11:36",18603.5,18607.25,18593.0,18596.25,1972,1383,1567.0,892.0,453.0,476.0
"2024/09/09, 11:37",18595.5,18599.0,18584.5,18585.25,1776,1258,1312.0,834.0,484.0,463.0
"2024/09/09, 11:38",18585.0,18591.5,18580.0,18587.5,1930,1907,1418.0,1400.0,517.0,455.0
"2024/09/09, 11:39",18587.25,18588.5,18566.5,18574.5,3266,2418,2401.0,1653.0,524.0,475.0
"2024/09/09, 11:40",18574.25,18586.25,18568.75,18584.75,1639,1990,1127.0,1469.0,448.0,484.0
"2024/09/09, 11:41",18585.0,18590.0,18579.75,18587.25,1044,1381,741.0,978.0,425.0,484.0
"2024/09/09, 11:42",18587.25,18596.25,18584.25,18593.0,1381,1543,939.0,1131.0,433.0,516.0
"2024/09/09, 11:43",18593.5,18605.0,18593.5,18599.5,1342,1880,937.0,1432.0,543.0,519.0
"2024/09/09, 11:44",18599.5,18611.5,18599.5,18607.75,1095,1746,725.0,1302.0,462.0,425.0
"2024/09/09, 11:45",18608.0,18612.75,18606.75,18612.75,1091,1514,751.0,1116.0,476.0,408.0
"2024/09/09, 11:46",18612.5,18619.0,18605.25,18614.0,1336,1744,963.0,1307.0,437.0,459.0
"2024/09/09, 11:47",18614.0,18617.25,18610.75,18613.5,823,937,570.0,696.0,424.0,475.0
"2024/09/09, 11:48",18613.0,18615.75,18606.75,18608.75,923,910,639.0,629.0,449.0,445.0
"2024/09/09, 11:49",18608.75,18614.5,18603.5,18609.25,1112,1012,780.0,725.0,460.0,446.0
"2024/09/09, 11:50",18609.25,18621.0,18608.5,18619.75,889,1562,563.0,1186.0,495.0,521.0
"2024/09/09, 11:51",18620.25,18620.25,18605.25,18613.0,1190,943,844.0,645.0,485.0,411.0
"2024/09/09, 11:52",18612.75,18615.25,18607.75,18611.25,783,733,598.0,503.0,468.0,411.0
"2024/09/09, 11:53",18610.5,18616.5,18610.5,18615.25,375,504,244.0,336.0,478.0,460.0
"2024/09/09, 11:54",18615.25,18615.25,18597.5,18604.25,1864,1055,1330.0,695.0,476.0,378.0
"2024/09/09, 11:55",18604.25,18609.75,18598.75,18606.0,1096,1059,769.0,750.0,438.0,407.0
"2024/09/09, 11:56",18606.0,18606.25,18595.75,18602.0,1255,931,869.0,638.0,442.0,413.0
"2024/09/09, 11:57",18602.0,18607.25,18597.75,18605.0,542,650,369.0,441.0,425.0,434.0
"2024/09/09, 11:58",18605.0,18611.0,18601.75,18602.0,642,899,448.0,624.0,361.0,439.0
"2024/09/09, 11:59",18602.25,18605.75,18601.0,18602.5,493,420,314.0,269.0,342.0,391.0
"2024/09/09, 12:00",18601.75,18607.75,18596.25,18602.0,1333,1340,993.0,862.0,453.0,480.0
"2024/09/09, 12:01",18602.25,18603.5,18592.0,18603.0,1606,1251,1138.0,866.0,422.0,409.0
"2024/09/09, 12:02",18603.0,18605.0,18594.0,18600.5,948,1103,632.0,771.0,434.0,441.0
"2024/09/09, 12:03",18601.0,18602.5,18595.0,18596.0,581,560,380.0,388.0,460.0,403.0
"2024/09/09, 12:04",18596.0,18597.25,18581.75,18582.25,2026,1439,1449.0,960.0,479.0,448.0
"2024/09/09, 12:05",18582.25,18602.75,18581.0,18602.0,1252,1847,937.0,1290.0,419.0,432.0
"2024/09/09, 12:06",18602.0,18603.75,18593.5,18600.0,928,846,636.0,587.0,463.0,376.0
"2024/09/09, 12:07",18599.75,18602.25,18592.75,18601.0,668,646,488.0,478.0,462.0,428.0
"2024/09/09, 12:08",18600.5,18605.75,18597.25,18601.5,838,1088,610.0,730.0,454.0,467.0
"2024/09/09, 12:09",18601.0,18611.0,18600.0,18608.5,855,1414,644.0,1015.0,514.0,434.0
"2024/09/09, 12:10",18609.0,18611.0,18603.25,18607.0,983,1066,738.0,762.0,489.0,409.0
"2024/09/09, 12:11",18607.0,18612.75,18598.0,18599.25,1297,1135,987.0,779.0,418.0,431.0
"2024/09/09, 12:12",18598.5,18605.0,18597.0,18604.75,796,811,581.0,561.0,462.0,404.0
"2024/09/09, 12:13",18603.75,18606.25,18600.25,18605.0,576,547,408.0,407.0,445.0,413.0
"2024/09/09, 12:14",18605.0,18605.75,18593.5,18597.0,1112,928,798.0,621.0,502.0,435.0
"2024/09/09, 12:15",18597.5,18607.75,18595.75,18605.5,755,1266,545.0,921.0,403.0,504.0
"2024/09/09, 12:16",18605.5,18613.25,18604.5,18608.75,836,1125,559.0,813.0,417.0,437.0
"2024/09/09, 12:17",18608.75,18613.5,18607.25,18608.75,584,802,394.0,553.0,447.0,489.0
"2024/09/09, 12:18",18608.75,18609.5,18600.75,18601.75,914,653,615.0,443.0,430.0,454.0
"2024/09/09, 12:19",18601.75,18604.5,18597.25,18600.5,731,718,552.0,492.0,452.0,457.0
"2024/09/09, 12:20",18600.5,18602.0,18593.0,18596.0,1136,948,876.0,657.0,527.0,453.0
"2024/09/09, 12:21",18596.0,18599.25,18584.0,18596.5,2053,1649,1569.0,1224.0,477.0,417.0
"2024/09/09, 12:22",18596.5,18600.75,18595.0,18595.0,626,717,416.0,509.0,463.0,426.0
"2024/09/09, 12:23",18595.5,18603.75,18590.0,18602.75,1027,1036,757.0,742.0,451.0,440.0
"2024/09/09, 12:24",18603.0,18608.5,18601.5,18606.25,886,1222,628.0,866.0,441.0,478.0
"2024/09/09, 12:25",18606.75,18612.0,18604.75,18608.75,787,903,541.0,656.0,437.0,525.0
"2024/09/09, 12:26",18608.75,18622.0,18606.5,18618.5,1134,1861,738.0,1512.0,511.0,493.0
"2024/09/09, 12:27",18618.5,18634.5,18616.5,18631.0,1825,2873,1423.0,2161.0,615.0,557.0
"2024/09/09, 12:28",18630.75,18639.0,18627.5,18637.75,1157,1421,817.0,1023.0,498.0,471.0
"2024/09/09, 12:29",18638.25,18647.0,18636.0,18645.0,1553,1883,1067.0,1398.0,479.0,524.0
"2024/09/09, 12:30",18645.5,18650.75,18640.75,18647.25,1744,1806,1204.0,1340.0,524.0,441.0
"2024/09/09, 12:31",18647.25,18648.75,18638.75,18647.75,1168,974,819.0,650.0,467.0,441.0
"2024/09/09, 12:32",18648.0,18663.75,18647.0,18661.25,2017,2788,1385.0,2108.0,539.0,422.0
"2024/09/09, 12:33",18661.5,18662.0,18652.75,18656.25,1318,1179,907.0,849.0,479.0,464.0
"2024/09/09, 12:34",18656.25,18656.75,18638.75,18645.5,2073,1366,1556.0,898.0,460.0,454.0
"2024/09/09, 12:35",18645.75,18653.0,18641.75,18651.5,1108,1393,777.0,975.0,461.0,474.0
"2024/09/09, 12:36",18651.5,18663.0,18647.25,18659.75,1557,1987,1089.0,1477.0,448.0,543.0
"2024/09/09, 12:37",18659.75,18660.0,18652.5,18653.5,1103,865,754.0,639.0,382.0,478.0
"2024/09/09, 12:38",18653.25,18653.75,18640.75,18642.5,1749,1067,1260.0,709.0,482.0,421.0
"2024/09/09, 12:39",18642.5,18650.25,18641.25,18647.0,829,1070,582.0,727.0,414.0,464.0
"2024/09/09, 12:40",18647.25,18662.0,18646.0,18661.5,991,1662,643.0,1260.0,456.0,552.0
"2024/09/09, 12:41",18661.25,18667.75,18660.0,18666.5,1374,1449,990.0,990.0,461.0,505.0
"2024/09/09, 12:42",18667.0,18669.0,18659.0,18663.5,1203,1123,814.0,786.0,447.0,497.0
"2024/09/09, 12:43",18663.25,18668.75,18654.5,18655.25,1308,819,934.0,549.0,431.0,457.0
"2024/09/09, 12:44",18655.25,18662.75,18651.25,18657.75,982,1066,668.0,709.0,361.0,444.0
"2024/09/09, 12:45",18656.75,18660.25,18642.25,18645.0,1757,1160,1217.0,790.0,431.0,402.0
"2024/09/09, 12:46",18644.75,18655.5,18642.75,18654.5,1133,1345,782.0,913.0,414.0,349.0
"2024/09/09, 12:47",18654.25,18665.25,18653.25,18660.25,1060,1359,692.0,964.0,372.0,447.0
"2024/09/09, 12:48",18660.25,18660.5,18651.25,18655.75,986,662,686.0,445.0,362.0,416.0
"2024/09/09, 12:49",18655.75,18662.75,18645.75,18652.0,1077,835,761.0,621.0,182.0,139.0
"2024/09/09, 12:50",18651.25,18672.0,18647.0,18657.5,2572,2703,1842.0,1938.0,351.0,384.0
"2024/09/09, 12:51",18657.25,18660.75,18648.75,18649.25,1138,1015,769.0,664.0,366.0,365.0
"2024/09/09, 12:52",18649.5,18654.25,18631.75,18654.25,2876,2459,2052.0,1745.0,525.0,368.0
"2024/09/09, 12:53",18654.5,18655.75,18620.75,18629.5,3054,2212,2261.0,1460.0,411.0,303.0
"2024/09/09, 12:54",18629.5,18659.25,18628.75,18656.5,2296,3115,1532.0,2409.0,267.0,216.0
"2024/09/09, 12:55",18655.75,18669.25,18655.25,18664.5,2058,2330,1424.0,1586.0,304.0,387.0
"2024/09/09, 12:56",18665.0,18671.5,18659.0,18662.75,1452,1449,986.0,1014.0,285.0,334.0
"2024/09/09, 12:57",18662.75,18678.25,18659.5,18677.75,1043,1588,678.0,1157.0,360.0,364.0
"2024/09/09, 12:58",18677.5,18692.25,18675.0,18692.25,2089,2535,1416.0,1771.0,352.0,385.0
"2024/09/09, 12:59",18692.5,18698.0,18685.0,18688.75,4780,3922,3294.0,2662.0,245.0,353.0
"2024/09/09, 13:00",18688.5,18702.5,18681.25,18695.0,2820,2772,2021.0,2245.0,326.0,349.0
"2024/09/09, 13:01",18696.0,18697.75,18689.25,18694.25,963,1046,626.0,753.0,223.0,258.0
"2024/09/09, 13:02",18694.25,18695.25,18688.75,18691.0,584,570,375.0,360.0,251.0,263.0
"2024/09/09, 13:03",18691.0,18691.75,18682.75,18685.0,759,470,527.0,322.0,238.0,257.0
"2024/09/09, 13:04",18685.0,18686.25,18678.75,18680.75,487,400,349.0,252.0,234.0,241.0
"2024/09/09, 13:05",18681.0,18693.0,18680.5,18690.5,689,915,426.0,586.0,250.0,258.0
"2024/09/09, 13:06",18690.25,18697.0,18690.25,18691.75,400,386,252.0,264.0,239.0,262.0
"2024/09/09, 13:07",18691.25,18694.0,18685.75,18691.25,426,403,300.0,264.0,220.0,292.0
"2024/09/09, 13:08",18691.25,18692.25,18688.25,18689.0,212,187,117.0,124.0,208.0,245.0
"2024/09/09, 13:09",18689.0,18693.25,18687.5,18690.0,412,306,239.0,201.0,225.0,261.0
"2024/09/09, 13:10",18690.0,18695.0,18687.0,18694.5,265,306,154.0,211.0,236.0,282.0
"2024/09/09, 13:11",18694.5,18696.25,18688.75,18689.0,312,255,214.0,171.0,241.0,259.0
"2024/09/09, 13:12",18688.75,18691.75,18687.5,18689.0,175,194,111.0,135.0,247.0,249.0
"2024/09/09, 13:13",18689.0,18696.0,18688.75,18694.0,162,209,97.0,134.0,243.0,294.0
"2024/09/09, 13:14",18694.0,18702.25,18694.0,18699.0,416,469,304.0,321.0,230.0,261.0
"2024/09/09, 13:15",18699.25,18708.5,18699.25,18708.25,311,515,196.0,386.0,289.0,262.0
"2024/09/09, 13:16",18708.0,18711.0,18705.5,18705.5,383,402,334.0,268.0,253.0,302.0
"2024/09/09, 13:17",18706.25,18714.25,18706.0,18711.0,338,454,230.0,348.0,264.0,283.0
"2024/09/09, 13:18",18711.0,18719.5,18710.75,18719.25,333,473,214.0,318.0,259.0,329.0
"2024/09/09, 13:19",18719.0,18720.25,18716.0,18719.25,323,279,206.0,193.0,280.0,281.0
"2024/09/09, 13:20",18719.25,18721.75,18717.5,18721.25,259,178,176.0,153.0,284.0,362.0
"2024/09/09, 13:21",18721.25,18722.0,18718.75,18720.5,186,153,127.0,105.0,269.0,365.0
"2024/09/09, 13:22",18720.5,18721.5,18718.75,18720.0,180,112,122.0,67.0,270.0,366.0
"2024/09/09, 13:23",18719.75,18720.75,18716.25,18717.0,269,135,170.0,82.0,376.0,411.0
"2024/09/09, 13:24",18717.0,18719.0,18716.75,18718.0,172,100,114.0,85.0,276.0,302.0
"2024/09/09, 13:25",18718.0,18727.0,18718.0,18725.0,166,424,123.0,338.0,265.0,314.0
"2024/09/09, 13:26",18724.25,18724.5,18721.5,18724.5,147,106,97.0,73.0,283.0,325.0
"2024/09/09, 13:27",18724.5,18728.0,18722.25,18723.0,182,185,115.0,149.0,275.0,315.0
"2024/09/09, 13:28",18723.0,18726.25,18722.75,18725.75,74,85,47.0,50.0,264.0,334.0
"2024/09/09, 13:29",18725.75,18727.25,18724.75,18724.75,92,101,71.0,105.0,272.0,310.0
"2024/09/09, 13:30",18724.5,18728.0,18724.25,18726.75,188,216,119.0,155.0,299.0,358.0
"2024/09/09, 13:31",18726.75,18732.5,18726.75,18728.5,229,618,153.0,442.0,296.0,318.0
"2024/09/09, 13:32",18728.25,18730.0,18725.75,18729.0,139,92,97.0,64.0,286.0,323.0
"2024/09/09, 13:33",18729.0,18729.0,18722.25,18725.5,328,128,215.0,88.0,296.0,302.0
"2024/09/09, 13:34",18725.5,18732.25,18725.5,18731.5,130,214,84.0,147.0,281.0,336.0
